Formula,A,B,ARR_A,ARR_B,MPR_A,MPR_B,END_A,END_B,OF,t,BL_AB,BL_AX,BL_BX,ENR,r_A12,r_A6,r_B,EN_A,EN_B,R_A,IE_A,D_A,TC_A,VLC_A,MP_A,BP_A,CR_A,VR_A,AM_A,R_B,IE_B,D_B,TC_B,VLC_B,MP_B,BP_B,CR_B,VR_B,AM_B,Cubic,Hexagonal,Monoclinic,Orthorhombic,Tetragonal,Triclinic,Trigonal
TiHfO3,Ti,Hf,2.333333333,2.916666667,35.70640177,46.10007358,1.9,2.14,0.507142857,0.757375036,255.994816,201.6751,185.587836,1.014218009,0.86,0.71,0.71,1.54,1.3,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,175,658,13.31,0.00943,12,2506.0,4876.0,120,212,178.49,1,0,0,0,0,0,0
TiHgO3,Ti,Hg,2.333333333,2.516666667,35.70640177,4.310522443,1.9,1.44,0.792857143,0.602871917,255.980956,201.6751,185.813376,0.573705179,0.74,0.71,1.11,1.54,2.0,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,151,1007,13.5336,79.0,4,234.32,629.88,120,209,200.59,1,0,0,1,0,0,1
TiHoO3,Ti,Ho,2.333333333,3.166666667,35.70640177,32.13760118,1.9,2.21,0.642857143,0.657916744,255.991351,201.6751,185.560431,0.960869565,0.74,0.71,0.9,1.54,1.23,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,190,581,8.795,29.0,7,1747.0,2973.0,120,216,164.93033,1,0,0,0,0,0,0
TiInO3,Ti,In,2.333333333,2.766666667,35.70640177,7.905629139,1.9,1.66,0.571428571,0.687822051,257.994816,201.6751,187.751996,0.754545455,0.74,0.71,0.8,1.54,1.78,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,166,558,7.31,29.0,13,429.75,2345.0,122,193,114.818,1,0,0,0,0,0,0
TiIrO3,Ti,Ir,2.333333333,2.266666667,35.70640177,50.01839588,1.9,1.24,0.45,0.787222328,255.960796,201.6751,185.861616,0.610837438,0.86,0.71,0.63,1.54,2.2,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,136,880,22.56,31.0,17,2719.0,4701.0,120,202,192.22,1,0,0,0,0,0,0
TiKO3,Ti,K,2.333333333,4.05,35.70640177,6.190765269,1.9,2.62,0.985714286,0.544319609,331.953344,201.6751,261.382204,0.942446043,0.74,0.71,1.38,1.54,0.82,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,243,419,0.862,140.0,1,336.53,1032.0,196,275,39.0983,0,0,0,1,0,0,0
TiLaO3,Ti,La,2.333333333,3.25,35.70640177,21.90949227,1.9,2.34,0.735714286,0.622719552,255.982576,201.6751,185.507196,0.962962963,0.74,0.71,1.03,1.54,1.1,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,195,538,6.145,17.0,5,1191.0,3737.0,120,240,138.9055,0,0,0,1,0,0,0
TiLiO3,Ti,Li,2.333333333,2.783333333,35.70640177,8.345290655,1.9,2.46,0.542857143,0.700559496,263.971776,201.6751,193.455356,1.138888889,0.74,0.71,0.76,1.54,0.98,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,0,0,0,1,0,0,0
TiLuO3,Ti,Lu,2.333333333,2.9,35.70640177,35.61442237,1.9,2.17,0.614285714,0.669561288,255.993439,201.6751,185.576199,0.960176991,0.74,0.71,0.86,1.54,1.27,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,1,0,0,0,0,0,0
TiMgO3,Ti,Mg,2.333333333,2.416666667,35.70640177,16.97939662,1.9,2.13,0.514285714,0.7137776,276.995239,201.6751,206.591679,1.004716981,0.74,0.71,0.72,1.54,1.31,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,145,738,1.738,190.0,2,923.0,1363.0,141,173,24.305,1,0,0,0,0,0,0
TiMnO3,Ti,Mn,2.333333333,2.116666667,35.70640177,27.94334069,1.9,1.89,0.378571429,0.828011049,238.999991,201.6751,168.678511,0.979274611,0.86,0.71,0.53,1.54,1.55,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,127,717,7.44,7.7,7,1519.0,2334.0,103,197,54.93804,1,0,1,1,0,1,1
TiMoO3,Ti,Mo,2.333333333,2.316666667,35.70640177,53.27446652,1.9,1.28,0.464285714,0.77954211,261.965404,201.6751,191.852544,0.624390244,0.86,0.71,0.65,1.54,2.16,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,139,684,10.22,94.0,6,2896.0,4912.0,126,209,95.95,1,0,0,0,0,0,0
TiNaO3,Ti,Na,2.333333333,3.166666667,35.70640177,6.823951435,1.9,2.51,0.728571429,0.625292773,301.966511,201.6751,231.432991,1.037190083,0.74,0.71,1.02,1.54,0.93,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,190,496,0.971,85.0,1,370.95,1156.0,166,227,22.9897693,0,0,0,1,0,0,0
TiNbO3,Ti,Nb,2.333333333,2.433333333,35.70640177,50.58866814,1.9,1.84,0.485714286,0.768298714,260.999676,201.6751,190.695296,0.884615385,0.86,0.71,0.68,1.54,1.6,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,146,652,8.57,31.0,5,2750.0,5017.0,125,207,92.90637,1,0,0,0,0,0,0
TiNdO3,Ti,Nd,2.333333333,3.333333333,35.70640177,23.80426784,1.9,2.3,0.7,0.635801896,255.9856,201.6751,185.5239,0.966386555,0.74,0.71,0.98,1.54,1.14,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,0,0,0,1,0,0,0
TiNiO3,Ti,Ni,2.333333333,2.066666667,35.70640177,31.78807947,1.9,1.53,0.342857143,0.85003262,233.987679,201.6751,163.789319,0.813829787,0.86,0.71,0.48,1.54,1.91,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,1,0,0,0,0,1,1
TiNpO3,Ti,Np,2.333333333,2.916666667,35.70640177,16.86902134,1.9,2.08,0.614285714,0.669561288,255.997084,201.6751,185.610624,0.920353982,0.74,0.71,0.86,1.54,1.36,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,175,604,20.45,17.0,9,917.0,4175.0,120,221,237.048172,0,0,0,1,0,0,0
TiOsO3,Ti,Os,2.333333333,2.283333333,35.70640177,60.81677704,1.9,1.24,0.407142857,0.768126148,255.960796,201.6751,185.861616,0.629441624,0.74,0.71,0.57,1.54,2.2,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,137,840,22.61,23.0,16,3306.0,5285.0,120,216,190.2,1,0,0,0,0,0,0
TiPaO3,Ti,Pa,2.333333333,3.0,35.70640177,33.94039735,1.9,1.94,0.65,0.65506862,255.999856,201.6751,185.661276,0.83982684,0.74,0.71,0.91,1.54,1.5,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,180,568,15.37,58.0,7,1845.0,4026.0,120,243,231.03588,1,0,0,0,0,0,0
TiPbO3,Ti,Pb,2.333333333,2.916666667,35.70640177,11.04874908,1.9,1.11,0.557142857,0.733055654,255.943831,201.6751,185.889111,0.509174312,0.86,0.71,0.78,1.54,2.33,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0,1,0,0,1,1,0,0
TiPdO3,Ti,Pd,2.333333333,2.283333333,35.70640177,33.6285872,1.9,1.24,0.442857143,0.791119468,260.960796,201.6751,190.861616,0.613861386,0.86,0.71,0.62,1.54,2.2,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,137,804,12.02,91.0,10,1828.05,3236.0,125,163,106.42,1,0,0,0,0,0,0
TiPmO3,Ti,Pm,2.333333333,3.35,35.70640177,24.19058131,1.9,2.31,0.692857143,0.638484604,255.984871,201.6751,185.519751,0.974683544,0.74,0.71,0.97,1.54,1.13,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,201,540,7.26,7.7,1,1315.0,3273.0,120,236,144.91276,0,0,0,1,0,0,0
TiPrO3,Ti,Pr,2.333333333,3.333333333,35.70640177,22.1486387,1.9,2.31,0.607142857,0.710249478,255.984871,201.6751,185.519751,1.026666667,0.86,0.71,0.85,1.54,1.13,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,200,527,6.773,31.0,7,1204.0,3793.0,120,239,140.90766,0,0,0,1,0,0,0
TiPtO3,Ti,Pt,2.333333333,2.316666667,35.70640177,37.55610743,1.9,1.16,0.478571429,0.731018605,255.950716,201.6751,185.878896,0.560386473,0.74,0.71,0.67,1.54,2.28,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,139,870,21.46,94.0,18,2041.55,4098.0,120,209,195.08,1,0,0,0,0,0,0
TiPuO3,Ti,Pu,2.333333333,2.916666667,35.70640177,16.79543782,1.9,2.16,0.592857143,0.678568839,255.993916,201.6751,185.580096,0.968609865,0.74,0.71,0.83,1.54,1.28,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,175,585,19.84,23.0,10,913.0,3501.0,120,243,244.0642,0,0,0,1,0,0,0
TiRbO3,Ti,Rb,2.333333333,5.05,35.70640177,5.747976453,1.9,2.62,1.085714286,0.518222093,252.953344,201.6751,182.382204,0.897260274,0.74,0.71,1.52,1.54,0.82,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,303,403,1.532,58.0,1,312.46,961.0,117,303,85.468,0,0,0,1,0,0,0
TiReO3,Ti,Re,2.333333333,2.283333333,35.70640177,63.63134658,1.9,1.54,0.45,0.787222328,255.988336,201.6751,185.786556,0.75862069,0.86,0.71,0.63,1.54,1.9,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,137,760,21.02,17.0,15,3459.0,5869.0,120,217,186.207,1,0,0,0,0,0,0
TiRhO3,Ti,Rh,2.333333333,2.25,35.70640177,41.15158205,1.9,1.16,0.428571429,0.799030663,260.950716,201.6751,190.878896,0.58,0.86,0.71,0.6,1.54,2.28,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,135,720,12.41,100.0,9,2237.0,3968.0,125,195,102.9055,1,0,0,0,0,0,0
TiRuO3,Ti,Ru,2.333333333,2.266666667,35.70640177,47.9580574,1.9,1.24,0.442857143,0.791119468,261.960796,201.6751,191.861616,0.613861386,0.86,0.71,0.62,1.54,2.2,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,136,710,12.37,79.0,8,2607.0,4423.0,126,207,101.1,1,0,0,0,0,0,0
TiSbO3,Ti,Sb,2.333333333,2.316666667,35.70640177,16.62582781,1.9,1.39,0.485714286,0.768298714,255.976591,201.6751,185.826111,0.668269231,0.86,0.71,0.68,1.54,2.05,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,139,834,6.685,50.0,15,903.78,1860.0,120,206,121.76,1,0,0,0,0,0,0
TiScO3,Ti,Sc,2.333333333,2.7,35.70640177,33.37012509,1.9,2.08,0.535714286,0.703817912,283.997084,201.6751,213.610624,0.96744186,0.74,0.71,0.75,1.54,1.36,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,162,633,2.989,16.0,3,1814.0,3109.0,148,211,44.95591,1,0,0,0,0,0,0
TiSiO3,Ti,Si,2.333333333,1.966666667,35.70640177,31.03384842,1.9,1.54,0.285714286,0.887811847,246.988336,201.6751,176.786556,0.855555556,0.86,0.71,0.4,1.54,1.9,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,118,787,2.3296,140.0,4,1687.0,3538.0,111,210,28.085,1,0,0,0,0,0,0
TiSmO3,Ti,Sm,2.333333333,3.333333333,35.70640177,24.77924945,1.9,2.27,0.685714286,0.641190047,255.987679,201.6751,185.536239,0.961864407,0.74,0.71,0.96,1.54,1.17,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,200,545,7.52,79.0,2,1347.0,2067.0,120,229,150.4,0,0,0,1,0,0,0
TiSnO3,Ti,Sn,2.333333333,2.35,35.70640177,9.291390728,1.9,1.48,0.492857143,0.764622644,256.984124,201.6751,186.802864,0.708133971,0.86,0.71,0.69,1.54,1.96,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,1,0,0,1,0,0,1
TiSrO3,Ti,Sr,2.333333333,4.15,35.70640177,19.31567329,1.9,2.49,0.842857143,0.586514927,256.968671,201.6751,186.441991,0.965116279,0.74,0.71,1.18,1.54,0.95,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,0,0,0,1,0,0,0
TiTaO3,Ti,Ta,2.333333333,2.433333333,35.70640177,60.52244297,1.9,1.94,0.485714286,0.768298714,255.999856,201.6751,185.661276,0.932692308,0.86,0.71,0.68,1.54,1.5,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,146,761,16.654,58.0,13,3290.0,5731.0,120,217,180.9479,1,0,0,0,0,0,0
TiTbO3,Ti,Tb,2.333333333,3.2,35.70640177,29.96688742,1.9,2.24,0.542857143,0.739843206,255.989596,201.6751,185.548416,1.037037037,0.86,0.71,0.76,1.54,1.2,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,192,566,8.229,400.0,5,1629.0,3503.0,120,221,158.92535,0,0,0,1,0,0,0
TiTcO3,Ti,Tc,2.333333333,2.283333333,35.70640177,44.70198675,1.9,1.54,0.428571429,0.756604256,261.988336,201.6751,191.786556,0.77,0.74,0.71,0.6,1.54,1.9,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,137,702,11.5,7.7,7,2430.0,4538.0,126,209,96.90636,1,0,0,0,0,0,0
TiTeO3,Ti,Te,2.333333333,2.216666667,35.70640177,13.29396615,1.9,1.34,0.692857143,0.674287479,255.971776,201.6751,185.838396,0.565400844,0.86,0.71,0.97,1.54,2.1,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,133,869,6.232,0.52,16,722.66,1261.0,120,206,127.6,1,0,0,0,0,0,0
TiThO3,Ti,Th,2.333333333,3.0,35.70640177,37.21486387,1.9,2.14,0.671428571,0.68293219,255.994816,201.6751,185.587836,0.914529915,0.86,0.71,0.94,1.54,1.3,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,180,587,11.72,0.00943,6,2023.0,5061.0,120,237,232.038,1,0,0,0,0,0,0
TiTlO3,Ti,Tl,2.333333333,2.833333333,35.70640177,10.61442237,1.9,1.82,0.857142857,0.582003274,255.999424,201.6751,185.701884,0.7,0.74,0.71,1.2,1.54,1.62,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,0,0,0,1,0,0,0
TiTmO3,Ti,Tm,2.333333333,3.133333333,35.70640177,33.44370861,1.9,2.19,0.685714286,0.641190047,255.992431,201.6751,185.568351,0.927966102,0.74,0.71,0.96,1.54,1.25,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,188,597,9.321,50.0,9,1818.0,2223.0,120,227,168.93422,1,0,0,0,0,0,0
TiUO3,Ti,U,2.333333333,2.916666667,35.70640177,25.90139809,1.9,2.06,0.635714286,0.697843374,255.997696,201.6751,185.618076,0.899563319,0.86,0.71,0.89,1.54,1.38,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,175,597,18.95,35.0,8,1408.0,4404.0,120,240,238.0289,0,0,0,1,0,0,0
TiVO3,Ti,V,2.333333333,2.233333333,35.70640177,40.15820456,1.9,1.81,0.414285714,0.80710168,260.999271,201.6751,190.705151,0.914141414,0.86,0.71,0.58,1.54,1.63,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,134,651,6.11,31.0,5,2183.0,3680.0,125,179,50.9415,1,0,0,0,0,1,1
TiWO3,Ti,W,2.333333333,2.316666667,35.70640177,67.9727741,1.9,1.08,0.471428571,0.775757925,255.939484,201.6751,185.895024,0.524271845,0.86,0.71,0.66,1.54,2.36,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,139,770,19.25,35.0,14,3695.0,5828.0,120,210,183.84,1,0,0,0,0,0,0
TiYbO3,Ti,Yb,2.333333333,3.083333333,35.70640177,20.08830022,1.9,2.34,0.678571429,0.643918516,255.982576,201.6751,185.507196,0.995744681,0.74,0.71,0.95,1.54,1.1,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,185,603,6.965,0.52,10,1092.0,1469.0,120,242,173.05,0,0,0,1,0,0,0
TiYO3,Ti,Y,2.333333333,3.733333333,35.70640177,33.02060338,1.9,2.22,0.642857143,0.657916744,258.990784,201.6751,188.556444,0.965217391,0.74,0.71,0.9,1.54,1.22,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,224,600,4.469,17.0,3,1795.0,3618.0,123,219,88.90584,1,0,0,0,0,0,0
TiZnO3,Ti,Zn,2.333333333,2.316666667,35.70640177,12.74245769,1.9,1.79,0.528571429,0.707106781,257.998911,201.6751,187.711631,0.836448598,0.74,0.71,0.74,1.54,1.65,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,139,906,7.134,120.0,12,692.68,1180.0,122,139,65.4,1,0,0,1,0,1,1
TiZrO3,Ti,Zr,2.333333333,3.516666667,35.70640177,39.1464312,1.9,2.11,0.514285714,0.753802512,260.996031,201.6751,190.599311,0.995283019,0.86,0.71,0.72,1.54,1.33,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,211,640,6.506,23.0,4,2128.0,4682.0,125,186,91.22,1,0,0,0,0,0,0
Tl2O3,Tl,Tl,2.833333333,2.833333333,10.61442237,10.61442237,1.82,1.82,0.857142857,0.843088854,240.0,185.701884,185.701884,0.7,1.7,1.2,1.2,1.62,1.62,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,0,0,0,1,0,0,0
TlAcO3,Tl,Ac,2.833333333,3.25,10.61442237,24.35614422,1.82,2.34,0.8,0.86985358,239.975664,185.701884,185.507196,0.928571429,1.7,1.2,1.12,1.62,1.1,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,195,499,10.07,0.12,5,1324.0,3471.0,120,260,227.02775,1,0,0,0,0,0,0
TlAgO3,Tl,Ag,2.833333333,2.666666667,10.61442237,22.71762325,1.82,1.51,0.678571429,0.932779158,243.991351,185.701884,189.794791,0.642553191,1.7,1.2,0.95,1.62,1.93,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,0,0,0,1,0,0,0
TlAlO3,Tl,Al,2.833333333,2.383333333,10.61442237,17.17139441,1.82,1.83,0.385714286,0.867481515,240.999991,185.701884,186.698599,0.943298969,0.98,1.2,0.54,1.62,1.61,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,0,0,0,1,0,0,0
TlAsO3,Tl,As,2.833333333,1.983333333,10.61442237,20.05150846,1.82,1.26,0.414285714,0.849956636,238.971776,185.701884,184.857116,0.636363636,0.98,1.2,0.58,1.62,2.18,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159,0,0,0,0,1,0,0
TlAuO3,Tl,Au,2.833333333,2.4,10.61442237,24.6013613,1.82,0.9,0.664285714,0.940785846,239.923824,185.701884,185.9271,0.386266094,1.7,1.2,0.93,1.62,2.54,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,0,0,0,1,0,0,0
TlBaO3,Tl,Ba,2.833333333,4.216666667,10.61442237,18.39587932,1.82,2.55,0.964285714,0.79710219,239.952039,185.701884,185.414775,0.927272727,1.7,1.2,1.35,1.62,0.89,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,0,0,0,1,0,0,0
TlBeO3,Tl,Be,2.833333333,1.866666667,10.61442237,28.69757174,1.82,1.87,0.321428571,1.184881633,215.999775,185.701884,161.685279,1.010810811,1.7,1.2,0.45,1.62,1.57,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,112,900,1.85,200.0,2,1560.0,2744.0,96,153,9.012183,1,0,0,0,0,0,0
TlBiO3,Tl,Bi,2.833333333,2.633333333,10.61442237,10.01747609,1.82,1.42,0.542857143,1.014829177,239.9856,185.701884,185.818524,0.657407407,1.7,1.2,0.76,1.62,2.02,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,158,703,9.807,400.0,7,544.55,1837.0,120,207,208.9804,0,0,0,1,0,0,0
TlBO3,Tl,B,2.833333333,1.45,10.61442237,43.19352465,1.82,1.4,0.192857143,1.312593426,203.984124,185.701884,149.8236,0.838323353,1.7,1.2,0.27,1.62,2.04,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81,1,0,0,0,0,0,0
TlCaO3,Tl,Ca,2.833333333,3.233333333,10.61442237,20.51140545,1.82,2.44,0.714285714,0.913346259,290.965404,185.701884,236.464176,1.016666667,1.7,1.2,1.0,1.62,1.0,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,194,590,1.54,200.0,2,1115.0,1757.0,171,231,40.08,1,0,0,0,0,0,0
TlCdO3,Tl,Cd,2.833333333,2.516666667,10.61442237,10.93119941,1.82,1.75,0.678571429,0.932779158,242.999559,185.701884,188.724375,0.744680851,1.7,1.2,0.95,1.62,1.69,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,151,868,8.69,120.0,12,594.22,1040.0,123,158,112.41,1,0,0,0,0,0,0
TlCeO3,Tl,Ce,2.833333333,3.3,10.61442237,19.70198675,1.82,2.32,0.671428571,0.936765394,239.9775,185.701884,185.515584,0.991452991,1.7,1.2,0.94,1.62,1.12,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,1,0,0,0,0,0,0
TlCoO3,Tl,Co,2.833333333,2.083333333,10.61442237,32.52391464,1.82,1.56,0.435714286,0.837270716,215.993916,185.701884,161.780976,0.776119403,0.98,1.2,0.61,1.62,1.88,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,125,760,8.86,100.0,9,1768.0,3200.0,96,192,58.93319,0,0,0,1,0,1,1
TlCrO3,Tl,Cr,2.833333333,2.133333333,10.61442237,40.10301692,1.82,1.78,0.442857143,0.833125811,233.999856,185.701884,179.714844,0.881188119,0.98,1.2,0.62,1.62,1.66,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,128,653,7.15,94.0,6,2180.0,2944.0,114,189,51.996,0,0,0,1,0,0,0
TlCsO3,Tl,Cs,2.833333333,4.966666667,10.61442237,5.548013245,1.82,2.65,1.192857143,0.714016619,239.937999,185.701884,185.367975,0.863192182,1.7,1.2,1.67,1.62,0.79,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,298,376,1.873,58.0,3,301.59,944.0,120,343,132.905452,0,0,0,1,0,0,0
TlCuO3,Tl,Cu,2.833333333,2.25,10.61442237,24.97737307,1.82,1.54,0.385714286,0.867481515,225.992944,185.701884,171.786556,0.793814433,0.98,1.2,0.54,1.62,1.9,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,135,745,8.96,400.0,11,1357.77,2835.0,106,140,63.55,1,0,0,1,0,0,0
TlDyO3,Tl,Dy,2.833333333,3.133333333,10.61442237,30.99705666,1.82,2.22,0.707142857,0.917167791,239.9856,185.701884,185.556444,0.928870293,1.7,1.2,0.99,1.62,1.22,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,188,573,8.55,120.0,6,1685.0,2840.0,120,229,162.5,1,0,0,0,0,0,0
TlErO3,Tl,Er,2.833333333,3.15,10.61442237,33.14937454,1.82,2.2,0.635714286,0.957218787,239.987004,185.701884,185.5644,0.96069869,1.7,1.2,0.89,1.62,1.24,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,189,589,9.066,60.0,8,1802.0,3141.0,120,235,167.26,1,0,0,0,0,0,0
TlEuO3,Tl,Eu,2.833333333,3.3,10.61442237,20.14348786,1.82,2.24,0.757142857,0.891069521,239.984124,185.701884,185.548416,0.910569106,1.7,1.2,1.06,1.62,1.2,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,198,547,5.243,100.0,3,1095.0,1802.0,120,233,151.964,0,0,0,1,0,0,0
TlFeO3,Tl,Fe,2.833333333,2.1,10.61442237,33.31493745,1.82,1.61,0.464285714,0.820933726,218.996031,185.701884,164.766711,0.785365854,0.98,1.2,0.65,1.62,1.83,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,126,762,7.874,79.0,8,1811.0,3134.0,99,194,55.84,0,0,0,1,0,0,0
TlGaO3,Tl,Ga,2.833333333,2.25,10.61442237,5.572295806,1.82,1.63,0.442857143,0.833125811,241.996751,185.701884,187.760879,0.806930693,0.98,1.2,0.62,1.62,1.81,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723,1,0,0,1,0,0,0
TlGdO3,Tl,Gd,2.833333333,3.216666667,10.61442237,29.17586461,1.82,2.24,0.671428571,0.936765394,239.984124,185.701884,185.548416,0.957264957,1.7,1.2,0.94,1.62,1.2,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,193,593,7.895,91.0,4,1586.0,3546.0,120,237,157.25,0,0,0,1,0,0,0
TlGeO3,Tl,Ge,2.833333333,2.033333333,10.61442237,22.28476821,1.82,1.43,0.45,0.829021743,239.986311,185.701884,185.815959,0.704433498,0.98,1.2,0.63,1.62,2.01,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63,1,0,0,0,1,0,0
TlHfO3,Tl,Hf,2.833333333,2.916666667,10.61442237,46.10007358,1.82,2.14,0.507142857,1.038877261,239.990784,185.701884,185.587836,1.014218009,1.7,1.2,0.71,1.62,1.3,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,175,658,13.31,0.00943,12,2506.0,4876.0,120,212,178.49,0,0,0,1,0,0,0
TlHgO3,Tl,Hg,2.833333333,2.516666667,10.61442237,4.310522443,1.82,1.44,0.792857143,0.873319132,239.987004,185.701884,185.813376,0.573705179,1.7,1.2,1.11,1.62,2.0,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,151,1007,13.5336,79.0,4,234.32,629.88,120,209,200.59,1,0,0,0,0,0,0
TlHoO3,Tl,Ho,2.833333333,3.166666667,10.61442237,32.13760118,1.82,2.21,0.642857143,0.953056966,239.986311,185.701884,185.560431,0.960869565,1.7,1.2,0.9,1.62,1.23,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,190,581,8.795,29.0,7,1747.0,2973.0,120,216,164.93033,0,0,0,1,0,0,0
TlInO3,Tl,In,2.833333333,2.766666667,10.61442237,7.905629139,1.82,1.66,0.571428571,0.996377737,241.997696,185.701884,187.751996,0.754545455,1.7,1.2,0.8,1.62,1.78,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,166,558,7.31,29.0,13,429.75,2345.0,122,193,114.818,0,0,0,1,0,0,0
TlIrO3,Tl,Ir,2.833333333,2.266666667,10.61442237,50.01839588,1.82,1.24,0.407142857,1.112706102,239.969724,185.701884,185.861616,0.629441624,1.7,1.2,0.57,1.62,2.2,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,136,880,22.56,31.0,17,2719.0,4701.0,120,202,192.22,0,0,0,1,0,0,0
